Step,Final_CE,Align_Loss,Halt_Loss,LR,Diffs,Halts
39770,2.5323,0.2765,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.42,0.24]"
39780,2.7394,0.2796,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
39790,2.8327,0.2789,0.0000,0.000050,"[0.20,0.44,1.38]","[0.46,0.41,0.24]"
39800,2.5013,0.2858,0.0000,0.000050,"[0.20,0.42,1.37]","[0.46,0.41,0.24]"
39810,2.7353,0.2843,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
39820,2.7332,0.2716,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39830,2.7035,0.2743,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
39840,2.7083,0.2821,0.0000,0.000050,"[0.19,0.44,1.38]","[0.44,0.40,0.24]"
39850,2.8996,0.2841,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.41,0.24]"
39860,2.9729,0.2784,0.0000,0.000050,"[0.19,0.44,1.39]","[0.45,0.41,0.24]"
39870,2.5288,0.2729,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
39880,2.5879,0.2732,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
39890,2.7925,0.2766,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
39900,2.8964,0.2812,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
39910,2.9738,0.2860,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.39,0.24]"
39920,2.8843,0.2780,0.0000,0.000050,"[0.19,0.44,1.39]","[0.45,0.43,0.24]"
39930,2.9546,0.2761,0.0000,0.000050,"[0.19,0.44,1.39]","[0.45,0.40,0.24]"
39940,2.7364,0.2769,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39950,2.5450,0.2803,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
39960,2.6445,0.2798,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.40,0.24]"
39970,2.6551,0.2823,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39980,2.8118,0.2844,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
39990,2.8557,0.2829,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40000,2.6375,0.2819,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.41,0.24]"
40010,2.6925,0.2801,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40020,2.7509,0.2812,0.0000,0.000050,"[0.19,0.44,1.38]","[0.46,0.40,0.24]"
40030,2.6479,0.2825,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
40040,2.6140,0.2754,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
40050,2.6603,0.2781,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.40,0.24]"
40060,2.8711,0.2802,0.0000,0.000050,"[0.19,0.44,1.39]","[0.44,0.39,0.24]"
40070,2.6955,0.2813,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.41,0.24]"
40080,2.6234,0.2809,0.0000,0.000050,"[0.20,0.42,1.39]","[0.45,0.41,0.24]"
40090,2.7906,0.2773,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
40100,2.9227,0.2816,0.0000,0.000050,"[0.19,0.44,1.39]","[0.46,0.40,0.24]"
40110,2.7899,0.2827,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.41,0.24]"
40120,2.8417,0.2838,0.0000,0.000050,"[0.19,0.44,1.38]","[0.43,0.40,0.24]"
40130,2.7335,0.2808,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40140,2.9307,0.2788,0.0000,0.000050,"[0.18,0.44,1.38]","[0.44,0.39,0.24]"
40150,2.9312,0.2860,0.0000,0.000050,"[0.20,0.44,1.38]","[0.45,0.41,0.24]"
40160,2.6260,0.2815,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.39,0.24]"
40170,2.6921,0.2787,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.39,0.24]"
40180,2.5981,0.2765,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
40190,2.8768,0.2740,0.0000,0.000050,"[0.20,0.44,1.39]","[0.45,0.41,0.24]"
40200,2.7581,0.2787,0.0000,0.000050,"[0.20,0.44,1.38]","[0.45,0.40,0.24]"
40210,2.7579,0.2851,0.0000,0.000050,"[0.20,0.44,1.38]","[0.46,0.41,0.24]"
40220,2.6485,0.2814,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.39,0.24]"
40230,2.6129,0.2819,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40240,2.9080,0.2874,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
40250,2.8344,0.2801,0.0000,0.000050,"[0.20,0.43,1.38]","[0.44,0.40,0.24]"
40260,2.5051,0.2805,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
40270,2.5734,0.2819,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
40280,2.8572,0.2821,0.0000,0.000050,"[0.19,0.44,1.38]","[0.44,0.41,0.24]"
40290,2.9318,0.2805,0.0000,0.000050,"[0.18,0.44,1.38]","[0.44,0.40,0.24]"
40300,2.6851,0.2817,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
40310,2.6307,0.2833,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40320,2.8138,0.2819,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.41,0.24]"
40330,2.6540,0.2764,0.0000,0.000050,"[0.21,0.42,1.38]","[0.46,0.41,0.24]"
40340,2.7771,0.2781,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
40350,2.6689,0.2815,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.40,0.24]"
40360,2.6995,0.2800,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
40370,2.5773,0.2750,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.42,0.24]"
40380,2.7397,0.2759,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40390,2.6981,0.2808,0.0000,0.000050,"[0.21,0.43,1.38]","[0.47,0.41,0.24]"
40400,2.7528,0.2851,0.0000,0.000050,"[0.20,0.44,1.38]","[0.44,0.41,0.24]"
40410,3.0743,0.2860,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
40420,2.6334,0.2811,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40430,2.6815,0.2811,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.42,0.24]"
40440,2.6997,0.2797,0.0000,0.000050,"[0.21,0.43,1.38]","[0.46,0.43,0.24]"
40450,2.4845,0.2765,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
40460,2.7179,0.2794,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
40470,2.6945,0.2827,0.0000,0.000050,"[0.19,0.43,1.38]","[0.47,0.41,0.24]"
40480,2.5264,0.2832,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.42,0.24]"
40490,2.8548,0.2788,0.0000,0.000050,"[0.19,0.44,1.38]","[0.44,0.42,0.24]"
40500,2.7479,0.2802,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40510,2.7654,0.2914,0.0000,0.000050,"[0.20,0.43,1.37]","[0.47,0.41,0.24]"
40520,2.6384,0.2917,0.0000,0.000050,"[0.21,0.43,1.37]","[0.47,0.41,0.24]"
40530,2.8850,0.2814,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
40540,2.5793,0.2855,0.0000,0.000050,"[0.21,0.42,1.37]","[0.46,0.41,0.24]"
40550,2.6604,0.2866,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
40560,2.6681,0.2735,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.42,0.24]"
40570,2.5804,0.2769,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40580,2.7601,0.2796,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
40590,2.4593,0.2777,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
40600,2.3561,0.2820,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.41,0.24]"
40610,2.7204,0.2838,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40620,2.4215,0.2809,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.42,0.24]"
40630,2.8077,0.2832,0.0000,0.000050,"[0.20,0.44,1.38]","[0.45,0.41,0.24]"
40640,2.7808,0.2872,0.0000,0.000050,"[0.19,0.44,1.38]","[0.44,0.41,0.24]"
40650,2.6337,0.2850,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40660,2.7090,0.2867,0.0000,0.000050,"[0.21,0.42,1.38]","[0.46,0.41,0.24]"
40670,2.5182,0.2842,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.41,0.24]"
40680,2.8132,0.2759,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
40690,2.5073,0.2720,0.0000,0.000050,"[0.21,0.42,1.38]","[0.45,0.41,0.24]"
40700,2.8552,0.2841,0.0000,0.000050,"[0.19,0.44,1.38]","[0.44,0.40,0.24]"
40710,2.7648,0.2917,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.39,0.24]"
40720,2.7662,0.2875,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40730,2.5884,0.2775,0.0000,0.000050,"[0.20,0.44,1.38]","[0.46,0.42,0.24]"
40740,2.7316,0.2838,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
40750,2.7253,0.2888,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40760,2.8032,0.3003,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
40770,2.4497,0.3040,0.0000,0.000050,"[0.20,0.42,1.37]","[0.46,0.42,0.24]"
40780,2.6838,0.2930,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
40790,2.7131,0.2899,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40800,2.6612,0.2967,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
40810,2.9187,0.2934,0.0000,0.000050,"[0.19,0.44,1.38]","[0.43,0.38,0.24]"
40820,2.5270,0.2830,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.39,0.24]"
40830,2.8234,0.2818,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
40840,2.6499,0.2845,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
40850,2.8108,0.2917,0.0000,0.000050,"[0.21,0.43,1.38]","[0.46,0.41,0.24]"
40860,2.5831,0.2851,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
40870,2.6055,0.2825,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
40880,2.5348,0.2824,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
40890,2.9299,0.2877,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.41,0.24]"
40900,2.7146,0.2916,0.0000,0.000050,"[0.20,0.44,1.38]","[0.46,0.41,0.24]"
40910,2.7578,0.2932,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
40920,2.9364,0.2908,0.0000,0.000050,"[0.19,0.44,1.39]","[0.45,0.41,0.24]"
40930,2.8453,0.2976,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
40940,2.8075,0.2857,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.39,0.24]"
40950,2.7289,0.2888,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
40960,2.8535,0.2941,0.0000,0.000050,"[0.19,0.44,1.39]","[0.44,0.41,0.24]"
40970,2.7138,0.2886,0.0000,0.000050,"[0.21,0.43,1.39]","[0.46,0.43,0.24]"
40980,2.5738,0.2850,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.42,0.24]"
40990,2.6965,0.2805,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
41000,2.7807,0.2800,0.0000,0.000050,"[0.20,0.44,1.39]","[0.45,0.41,0.24]"
41610,2.5065,0.3062,0.0000,0.000209,"[0.20,0.42,1.37]","[0.47,0.42,0.24]"
41620,2.7943,0.2785,0.0000,0.000209,"[0.20,0.43,1.39]","[0.45,0.39,0.24]"
41630,2.7910,0.2900,0.0000,0.000209,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
41640,2.6927,0.2931,0.0000,0.000209,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
41650,2.6964,0.2574,0.0000,0.000209,"[0.20,0.43,1.39]","[0.46,0.40,0.24]"
41660,2.6943,0.2878,0.0000,0.000208,"[0.19,0.43,1.37]","[0.45,0.41,0.24]"
41670,2.7271,0.2836,0.0000,0.000208,"[0.20,0.42,1.37]","[0.46,0.41,0.24]"
41680,2.8208,0.2815,0.0000,0.000208,"[0.19,0.43,1.36]","[0.44,0.39,0.24]"
41690,2.6630,0.2906,0.0000,0.000208,"[0.20,0.43,1.36]","[0.46,0.40,0.24]"
41700,2.6892,0.3662,0.0000,0.000208,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
41710,2.4685,0.4299,0.0001,0.000208,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
41720,2.8196,0.3634,0.0001,0.000208,"[0.19,0.44,1.42]","[0.46,0.40,0.24]"
41730,2.8094,0.3420,0.0000,0.000208,"[0.19,0.42,1.40]","[0.46,0.40,0.24]"
41740,2.6611,0.3290,0.0000,0.000208,"[0.19,0.43,1.39]","[0.46,0.39,0.24]"
41750,2.9875,0.3198,0.0000,0.000208,"[0.19,0.43,1.38]","[0.44,0.41,0.24]"
41760,2.7301,0.3271,0.0000,0.000208,"[0.19,0.44,1.37]","[0.45,0.42,0.24]"
41770,3.0293,0.3249,0.0000,0.000208,"[0.19,0.43,1.38]","[0.45,0.42,0.24]"
41780,2.8270,0.3380,0.0000,0.000208,"[0.19,0.43,1.39]","[0.44,0.40,0.24]"
41790,2.9370,0.3272,0.0000,0.000208,"[0.19,0.44,1.39]","[0.45,0.39,0.24]"
41800,2.9433,0.3101,0.0000,0.000208,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
41810,2.7449,0.3104,0.0000,0.000208,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
41820,2.6875,0.3222,0.0000,0.000208,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
41830,3.1025,0.3217,0.0000,0.000208,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
41840,2.6078,0.3212,0.0000,0.000208,"[0.18,0.43,1.39]","[0.44,0.41,0.24]"
41850,2.9284,0.3224,0.0000,0.000208,"[0.19,0.43,1.39]","[0.45,0.39,0.24]"
41860,2.8811,0.3174,0.0000,0.000208,"[0.19,0.44,1.39]","[0.44,0.41,0.24]"
41870,2.6395,0.3174,0.0000,0.000208,"[0.19,0.41,1.38]","[0.45,0.40,0.24]"
41880,2.7966,0.3073,0.0000,0.000208,"[0.21,0.42,1.38]","[0.47,0.42,0.24]"
41890,2.7653,0.3138,0.0000,0.000208,"[0.18,0.45,1.38]","[0.45,0.40,0.24]"
41900,2.7125,0.3103,0.0000,0.000208,"[0.19,0.44,1.38]","[0.46,0.40,0.24]"
41910,3.0002,0.3235,0.0000,0.000208,"[0.19,0.44,1.39]","[0.46,0.41,0.24]"
41920,2.8585,0.3120,0.0000,0.000208,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
41930,2.7042,0.3109,0.0000,0.000207,"[0.19,0.44,1.38]","[0.45,0.42,0.24]"
41940,2.8466,0.3150,0.0000,0.000207,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
41950,2.8491,0.3217,0.0000,0.000207,"[0.18,0.44,1.39]","[0.44,0.41,0.24]"
41960,2.6859,0.3202,0.0000,0.000207,"[0.20,0.44,1.38]","[0.46,0.40,0.24]"
41970,2.7740,0.3265,0.0000,0.000207,"[0.18,0.44,1.38]","[0.46,0.39,0.24]"
41980,2.8697,0.3158,0.0000,0.000207,"[0.19,0.44,1.39]","[0.45,0.40,0.24]"
41990,2.7382,0.3290,0.0000,0.000207,"[0.20,0.43,1.39]","[0.47,0.41,0.24]"
42000,2.4466,0.3231,0.0000,0.000207,"[0.21,0.42,1.38]","[0.47,0.41,0.24]"
42010,2.5171,0.3194,0.0000,0.000207,"[0.21,0.42,1.38]","[0.47,0.41,0.24]"
42020,2.8200,0.3371,0.0000,0.000207,"[0.20,0.43,1.38]","[0.46,0.42,0.24]"
42030,2.9058,0.3279,0.0000,0.000207,"[0.18,0.44,1.39]","[0.45,0.39,0.24]"
42040,2.8605,0.3220,0.0000,0.000207,"[0.19,0.44,1.38]","[0.46,0.39,0.24]"
42050,2.9327,0.3242,0.0000,0.000207,"[0.19,0.44,1.38]","[0.46,0.42,0.24]"
42060,3.0692,0.3217,0.0000,0.000207,"[0.18,0.45,1.38]","[0.44,0.40,0.24]"
42070,2.4889,0.3282,0.0000,0.000207,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
42080,2.8877,0.3063,0.0000,0.000207,"[0.19,0.44,1.38]","[0.46,0.40,0.24]"
42090,2.5638,0.2996,0.0000,0.000207,"[0.20,0.42,1.37]","[0.46,0.41,0.24]"
42100,2.6842,0.3131,0.0000,0.000207,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
42110,2.6695,0.3210,0.0000,0.000207,"[0.20,0.42,1.39]","[0.46,0.41,0.24]"
42120,2.8122,0.3182,0.0000,0.000207,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
42130,2.7519,0.3187,0.0000,0.000207,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
42140,3.0263,0.3271,0.0000,0.000207,"[0.19,0.44,1.38]","[0.44,0.40,0.24]"
42150,2.9630,0.3315,0.0000,0.000207,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
42160,2.6832,0.3289,0.0000,0.000207,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
42170,2.7900,0.3285,0.0000,0.000207,"[0.19,0.44,1.38]","[0.48,0.41,0.24]"
42180,2.8962,0.3215,0.0000,0.000207,"[0.20,0.43,1.37]","[0.45,0.39,0.24]"
42190,2.5732,0.3448,0.0000,0.000206,"[0.19,0.43,1.38]","[0.44,0.40,0.24]"
42200,2.7251,0.3205,0.0000,0.000206,"[0.18,0.44,1.38]","[0.44,0.39,0.24]"
42210,2.7905,0.3187,0.0000,0.000206,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
42220,2.8623,0.3216,0.0000,0.000206,"[0.19,0.45,1.38]","[0.45,0.39,0.24]"
42230,2.7079,0.3239,0.0000,0.000206,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
42240,2.6463,0.3285,0.0000,0.000206,"[0.20,0.44,1.38]","[0.46,0.41,0.24]"
42250,2.6632,0.3255,0.0000,0.000206,"[0.19,0.44,1.39]","[0.45,0.39,0.24]"
42260,2.8229,0.3239,0.0000,0.000206,"[0.20,0.44,1.39]","[0.45,0.42,0.24]"
42270,2.9018,0.3199,0.0000,0.000206,"[0.18,0.44,1.39]","[0.44,0.40,0.24]"
42280,2.5432,0.3221,0.0000,0.000206,"[0.21,0.43,1.39]","[0.46,0.41,0.24]"
42290,2.6886,0.3251,0.0000,0.000206,"[0.20,0.44,1.38]","[0.45,0.41,0.24]"
42300,2.6129,0.3206,0.0000,0.000206,"[0.20,0.43,1.39]","[0.46,0.40,0.24]"
42310,2.8356,0.3161,0.0000,0.000206,"[0.19,0.45,1.38]","[0.45,0.40,0.24]"
42320,2.5477,0.3186,0.0000,0.000206,"[0.20,0.44,1.39]","[0.46,0.38,0.24]"
42330,2.8537,0.3218,0.0000,0.000206,"[0.19,0.44,1.39]","[0.44,0.41,0.24]"
42340,2.9591,0.3232,0.0000,0.000206,"[0.18,0.45,1.38]","[0.44,0.39,0.24]"
42350,2.7485,0.3228,0.0000,0.000206,"[0.19,0.45,1.39]","[0.45,0.39,0.24]"
42360,2.7387,0.3263,0.0000,0.000206,"[0.19,0.45,1.38]","[0.45,0.38,0.24]"
42370,2.6103,0.3195,0.0000,0.000206,"[0.20,0.44,1.39]","[0.46,0.42,0.24]"
42380,2.6178,0.3164,0.0000,0.000206,"[0.20,0.43,1.38]","[0.45,0.42,0.24]"
42390,2.8141,0.3007,0.0000,0.000206,"[0.19,0.46,1.38]","[0.44,0.40,0.24]"
42400,2.8797,0.3172,0.0000,0.000206,"[0.19,0.45,1.39]","[0.44,0.41,0.24]"
42410,2.6846,0.3160,0.0000,0.000206,"[0.20,0.44,1.39]","[0.45,0.41,0.24]"
42420,2.6391,0.3071,0.0000,0.000206,"[0.20,0.44,1.39]","[0.45,0.42,0.24]"
42430,2.8837,0.3144,0.0000,0.000206,"[0.20,0.44,1.38]","[0.45,0.39,0.24]"
42440,2.6434,0.3142,0.0000,0.000206,"[0.19,0.44,1.39]","[0.46,0.41,0.24]"
42450,2.6468,0.3164,0.0000,0.000205,"[0.21,0.43,1.39]","[0.46,0.41,0.24]"
42460,2.7306,0.3191,0.0000,0.000205,"[0.20,0.44,1.38]","[0.45,0.41,0.24]"
42470,2.7683,0.3135,0.0000,0.000205,"[0.20,0.44,1.39]","[0.45,0.42,0.24]"
42480,2.7991,0.3136,0.0000,0.000205,"[0.20,0.44,1.38]","[0.44,0.40,0.24]"
42490,2.9340,0.3112,0.0000,0.000205,"[0.20,0.45,1.39]","[0.46,0.41,0.24]"
42500,2.7800,0.3127,0.0000,0.000205,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
42510,2.9256,0.3186,0.0000,0.000205,"[0.19,0.45,1.38]","[0.44,0.41,0.24]"
42520,2.8770,0.3208,0.0000,0.000205,"[0.19,0.44,1.38]","[0.44,0.42,0.24]"
42530,2.7765,0.3159,0.0000,0.000205,"[0.20,0.44,1.38]","[0.47,0.43,0.24]"
42540,2.7133,0.3017,0.0000,0.000205,"[0.19,0.45,1.39]","[0.45,0.40,0.24]"
42550,3.0164,0.3099,0.0000,0.000205,"[0.20,0.45,1.38]","[0.45,0.42,0.24]"
42560,2.7380,0.3146,0.0000,0.000205,"[0.20,0.44,1.39]","[0.46,0.39,0.24]"
42570,2.8643,0.3175,0.0000,0.000205,"[0.19,0.45,1.39]","[0.45,0.41,0.24]"
42580,2.6698,0.3226,0.0000,0.000205,"[0.21,0.45,1.38]","[0.47,0.41,0.24]"
42590,2.5636,0.3325,0.0000,0.000205,"[0.20,0.44,1.39]","[0.45,0.42,0.24]"
42600,2.8356,0.3203,0.0000,0.000205,"[0.20,0.45,1.38]","[0.46,0.41,0.24]"
42610,2.7243,0.3183,0.0000,0.000205,"[0.20,0.46,1.38]","[0.46,0.41,0.24]"
42620,2.8361,0.3160,0.0000,0.000205,"[0.20,0.45,1.38]","[0.46,0.41,0.24]"
42630,2.9297,0.3097,0.0000,0.000205,"[0.19,0.45,1.38]","[0.44,0.41,0.24]"
42640,2.6360,0.3120,0.0000,0.000205,"[0.19,0.45,1.39]","[0.45,0.39,0.24]"
42650,2.7997,0.3071,0.0000,0.000205,"[0.19,0.45,1.39]","[0.45,0.41,0.24]"
42660,2.6347,0.3165,0.0000,0.000205,"[0.20,0.44,1.39]","[0.45,0.40,0.24]"
42670,2.8487,0.3156,0.0000,0.000205,"[0.20,0.45,1.38]","[0.47,0.40,0.24]"
42680,2.7601,0.3133,0.0000,0.000205,"[0.20,0.44,1.38]","[0.45,0.41,0.24]"
42690,3.0041,0.3225,0.0000,0.000205,"[0.19,0.45,1.39]","[0.45,0.41,0.24]"
42700,2.6017,0.3170,0.0000,0.000205,"[0.20,0.45,1.38]","[0.45,0.41,0.24]"
42710,2.6297,0.3100,0.0000,0.000204,"[0.19,0.45,1.39]","[0.44,0.40,0.24]"
42720,2.7574,0.3122,0.0000,0.000204,"[0.19,0.44,1.39]","[0.45,0.42,0.24]"
42730,2.6920,0.3143,0.0000,0.000204,"[0.20,0.44,1.38]","[0.46,0.40,0.24]"
42740,2.4083,0.3152,0.0000,0.000204,"[0.21,0.44,1.38]","[0.45,0.41,0.24]"
42750,2.8207,0.2987,0.0000,0.000204,"[0.20,0.45,1.39]","[0.45,0.41,0.24]"
42760,2.6204,0.3050,0.0000,0.000204,"[0.19,0.45,1.39]","[0.45,0.40,0.24]"
42770,2.7198,0.3091,0.0000,0.000204,"[0.21,0.44,1.39]","[0.47,0.41,0.24]"
42780,2.6368,0.3128,0.0000,0.000204,"[0.20,0.44,1.39]","[0.47,0.41,0.24]"
42790,2.9555,0.3234,0.0000,0.000204,"[0.19,0.46,1.39]","[0.45,0.39,0.24]"
42800,2.6658,0.3097,0.0000,0.000204,"[0.21,0.46,1.39]","[0.46,0.41,0.24]"
42810,2.8862,0.3158,0.0000,0.000204,"[0.20,0.45,1.40]","[0.47,0.41,0.24]"
42820,2.8404,0.3163,0.0000,0.000204,"[0.20,0.45,1.39]","[0.45,0.40,0.24]"
42830,2.7577,0.3103,0.0000,0.000204,"[0.21,0.44,1.39]","[0.47,0.41,0.24]"
42840,2.8962,0.3113,0.0000,0.000204,"[0.19,0.45,1.39]","[0.44,0.39,0.24]"
42850,2.8056,0.3167,0.0000,0.000204,"[0.20,0.44,1.39]","[0.45,0.41,0.24]"
42860,3.1889,0.3270,0.0000,0.000204,"[0.18,0.45,1.40]","[0.44,0.40,0.24]"
42870,2.8675,0.3153,0.0000,0.000204,"[0.19,0.45,1.39]","[0.46,0.40,0.24]"
42880,2.6657,0.3161,0.0000,0.000204,"[0.20,0.45,1.39]","[0.45,0.41,0.24]"
42890,2.7381,0.3216,0.0000,0.000204,"[0.20,0.45,1.39]","[0.46,0.41,0.24]"
42900,2.5892,0.3091,0.0000,0.000204,"[0.22,0.44,1.39]","[0.47,0.40,0.24]"
42910,2.6592,0.3179,0.0000,0.000204,"[0.20,0.44,1.38]","[0.45,0.40,0.24]"
42920,2.6957,0.3221,0.0000,0.000204,"[0.20,0.44,1.38]","[0.44,0.40,0.24]"
42930,2.9207,0.3200,0.0000,0.000204,"[0.20,0.45,1.39]","[0.46,0.41,0.24]"
42940,2.8285,0.3213,0.0000,0.000204,"[0.20,0.45,1.38]","[0.46,0.40,0.24]"
42950,2.5125,0.3244,0.0000,0.000204,"[0.21,0.45,1.38]","[0.47,0.41,0.24]"
42960,2.8528,0.3351,0.0000,0.000204,"[0.21,0.44,1.39]","[0.46,0.41,0.24]"
42970,2.8277,0.3350,0.0000,0.000203,"[0.19,0.46,1.38]","[0.46,0.40,0.24]"
42980,2.7529,0.3237,0.0000,0.000203,"[0.19,0.46,1.39]","[0.44,0.42,0.24]"
42990,2.7804,0.3166,0.0000,0.000203,"[0.20,0.46,1.40]","[0.46,0.41,0.24]"
