Step,Final_CE,Align_Loss,Halt_Loss,LR,Diffs,Halts
37140,2.7175,0.2442,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.39,0.24]"
37150,2.7113,0.2422,0.0000,0.000050,"[0.19,0.42,1.38]","[0.45,0.40,0.24]"
37160,2.6100,0.2473,0.0000,0.000050,"[0.19,0.42,1.39]","[0.45,0.41,0.24]"
37170,2.4126,0.2483,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
37180,2.5946,0.2449,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.39,0.24]"
37190,2.6011,0.2392,0.0000,0.000050,"[0.20,0.41,1.39]","[0.45,0.40,0.24]"
37200,2.5140,0.2369,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37210,2.5161,0.2400,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
37220,2.7911,0.2435,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.41,0.24]"
37230,2.5886,0.2455,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.40,0.24]"
37240,2.5775,0.2501,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
37250,2.4933,0.2450,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
37260,2.5767,0.2465,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.40,0.24]"
37270,2.8245,0.2512,0.0000,0.000050,"[0.19,0.44,1.39]","[0.45,0.40,0.24]"
37280,2.8792,0.2537,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
37290,2.6193,0.2469,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.41,0.24]"
37300,2.8129,0.2406,0.0000,0.000050,"[0.19,0.43,1.39]","[0.47,0.41,0.24]"
37310,2.9140,0.2425,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.42,0.24]"
37320,2.8605,0.2495,0.0000,0.000050,"[0.20,0.42,1.39]","[0.45,0.40,0.24]"
37330,2.6628,0.2514,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
37340,2.7220,0.2513,0.0000,0.000050,"[0.18,0.43,1.38]","[0.44,0.40,0.24]"
37350,2.7789,0.2479,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.41,0.24]"
37360,2.7240,0.2496,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
37370,2.7405,0.2437,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37380,2.8335,0.2450,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
37390,2.6343,0.2466,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
37400,2.7466,0.2441,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37410,2.6221,0.2468,0.0000,0.000050,"[0.19,0.42,1.39]","[0.45,0.42,0.24]"
37420,2.6717,0.2469,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.40,0.24]"
37430,2.5792,0.2484,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
37440,2.7207,0.2542,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.41,0.24]"
37450,2.4582,0.2489,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
37460,2.8632,0.2492,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.41,0.24]"
37470,2.5920,0.2481,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.41,0.24]"
37480,2.6257,0.2481,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.40,0.24]"
37490,2.5684,0.2504,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.39,0.24]"
37500,2.6460,0.2483,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
37510,2.9664,0.2448,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.41,0.24]"
37520,2.8549,0.2481,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
37530,2.6140,0.2467,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
37540,2.6084,0.2541,0.0000,0.000050,"[0.19,0.41,1.39]","[0.44,0.40,0.24]"
37550,2.5043,0.2490,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.41,0.24]"
37560,2.7043,0.2555,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37570,2.6635,0.2610,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
37580,2.7673,0.2573,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.40,0.24]"
37590,2.8489,0.2551,0.0000,0.000050,"[0.19,0.43,1.39]","[0.44,0.41,0.24]"
37600,2.5675,0.2501,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
37610,2.7400,0.2498,0.0000,0.000050,"[0.18,0.43,1.39]","[0.45,0.40,0.24]"
37620,2.7821,0.2499,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
37630,2.6797,0.2512,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37640,2.6769,0.2534,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.42,0.24]"
37650,2.8674,0.2464,0.0000,0.000050,"[0.19,0.42,1.39]","[0.45,0.40,0.24]"
37660,2.6960,0.2488,0.0000,0.000050,"[0.20,0.42,1.39]","[0.47,0.42,0.24]"
37670,2.9135,0.2542,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.40,0.24]"
37680,2.8845,0.2459,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37690,2.8014,0.2438,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.42,0.24]"
37700,2.7449,0.2505,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
37710,2.5194,0.2515,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
37720,2.4859,0.2497,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.39,0.24]"
37730,2.5670,0.2468,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
37740,2.6287,0.2496,0.0000,0.000050,"[0.20,0.42,1.39]","[0.44,0.41,0.24]"
37750,2.6405,0.2470,0.0000,0.000050,"[0.21,0.42,1.39]","[0.47,0.42,0.24]"
37760,2.8456,0.2474,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
37770,2.8634,0.2500,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
37780,2.5191,0.2467,0.0000,0.000050,"[0.20,0.41,1.38]","[0.48,0.41,0.24]"
37790,2.7758,0.2495,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37800,2.8352,0.2432,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.41,0.24]"
37810,2.7565,0.2434,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
37820,2.6875,0.2529,0.0000,0.000050,"[0.18,0.43,1.39]","[0.45,0.40,0.24]"
37830,2.5628,0.2568,0.0000,0.000050,"[0.19,0.42,1.38]","[0.45,0.40,0.24]"
37840,2.6842,0.2458,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.40,0.24]"
37850,2.7105,0.2460,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
37860,2.7406,0.2498,0.0000,0.000050,"[0.19,0.42,1.38]","[0.45,0.40,0.24]"
37870,2.8981,0.2506,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
37880,2.8406,0.2549,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.42,0.24]"
37890,2.5988,0.2498,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.41,0.24]"
37900,2.5365,0.2501,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
37910,2.8157,0.2520,0.0000,0.000050,"[0.19,0.43,1.39]","[0.44,0.40,0.24]"
37920,2.7892,0.2515,0.0000,0.000050,"[0.19,0.42,1.39]","[0.46,0.40,0.24]"
37930,2.9440,0.2543,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.42,0.24]"
37940,2.7461,0.2478,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
37950,2.7436,0.2513,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
37960,2.6854,0.2586,0.0000,0.000050,"[0.21,0.42,1.38]","[0.47,0.43,0.24]"
37970,2.7981,0.2582,0.0000,0.000050,"[0.20,0.43,1.39]","[0.44,0.41,0.24]"
37980,2.5597,0.2511,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.41,0.24]"
37990,2.7558,0.2493,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.42,0.24]"
38000,2.7886,0.2523,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.41,0.24]"
38010,2.6972,0.2591,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
38020,2.8343,0.2613,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
38030,2.4870,0.2578,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
38040,2.7900,0.2647,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
38050,2.9774,0.2621,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
38060,2.7819,0.2620,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
38070,2.8718,0.2600,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
38080,2.4042,0.2524,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
38090,2.8998,0.2521,0.0000,0.000050,"[0.19,0.43,1.38]","[0.47,0.40,0.24]"
38100,2.5596,0.2551,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.40,0.24]"
38110,2.7683,0.2582,0.0000,0.000050,"[0.21,0.41,1.38]","[0.45,0.40,0.24]"
38120,2.8586,0.2588,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
38130,2.8013,0.2614,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
38140,2.7475,0.2536,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.40,0.24]"
38150,2.7881,0.2569,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
38160,2.8122,0.2618,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
38170,2.8210,0.2596,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
38180,2.5259,0.2568,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.42,0.24]"
38190,2.7912,0.2598,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.42,0.24]"
38200,2.6568,0.2549,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
38210,2.3785,0.2532,0.0000,0.000050,"[0.21,0.41,1.38]","[0.47,0.41,0.24]"
38220,2.6934,0.2498,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
38230,2.6369,0.2562,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
38240,2.7512,0.2585,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
38250,2.5797,0.2585,0.0000,0.000050,"[0.21,0.42,1.38]","[0.46,0.42,0.24]"
38260,2.7705,0.2565,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.42,0.24]"
38270,2.8167,0.2569,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.42,0.24]"
38280,2.8098,0.2625,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
38290,2.7541,0.2652,0.0000,0.000050,"[0.19,0.43,1.37]","[0.47,0.42,0.24]"
38300,2.7817,0.2734,0.0000,0.000050,"[0.18,0.43,1.38]","[0.47,0.39,0.24]"
38310,2.7784,0.2679,0.0000,0.000050,"[0.19,0.43,1.37]","[0.46,0.42,0.24]"
38320,2.8385,0.2654,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
38330,2.7905,0.2629,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
38340,2.5708,0.2641,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
38350,2.6419,0.2581,0.0000,0.000050,"[0.19,0.43,1.39]","[0.44,0.41,0.24]"
38360,2.8838,0.2609,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
38370,3.1078,0.2702,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.42,0.24]"
38380,2.7637,0.2658,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.42,0.24]"
38390,2.5883,0.2653,0.0000,0.000050,"[0.19,0.42,1.38]","[0.45,0.41,0.24]"
38400,2.7402,0.2634,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.41,0.24]"
38410,2.6086,0.2618,0.0000,0.000050,"[0.19,0.43,1.38]","[0.47,0.41,0.24]"
38420,2.4633,0.2612,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.42,0.24]"
38430,2.8969,0.2677,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.42,0.24]"
38440,2.7284,0.2722,0.0000,0.000050,"[0.20,0.43,1.37]","[0.46,0.40,0.24]"
38450,2.7929,0.2683,0.0000,0.000050,"[0.18,0.43,1.38]","[0.45,0.41,0.24]"
38460,2.7890,0.2630,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.41,0.24]"
38470,2.6187,0.2519,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
38480,2.7691,0.2582,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
38490,2.6714,0.2611,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.40,0.24]"
38500,2.7349,0.2550,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
38510,2.7691,0.2544,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.41,0.24]"
38520,2.6120,0.2528,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.41,0.24]"
38530,2.7917,0.2601,0.0000,0.000050,"[0.20,0.42,1.39]","[0.47,0.41,0.24]"
38540,2.8187,0.2657,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
38550,2.6936,0.2577,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.41,0.24]"
38560,2.5816,0.2543,0.0000,0.000050,"[0.20,0.42,1.39]","[0.47,0.42,0.24]"
38570,2.7328,0.2570,0.0000,0.000050,"[0.20,0.42,1.39]","[0.46,0.42,0.24]"
38580,2.7797,0.2614,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
38590,2.8344,0.2626,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
38600,2.8401,0.2610,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
38610,2.6377,0.2543,0.0000,0.000050,"[0.20,0.42,1.39]","[0.47,0.40,0.24]"
38620,2.7175,0.2584,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
38630,2.4967,0.2627,0.0000,0.000050,"[0.20,0.42,1.39]","[0.47,0.41,0.24]"
38640,2.6649,0.2614,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.42,0.24]"
38650,2.6916,0.2644,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.39,0.24]"
38660,2.5367,0.2598,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.40,0.24]"
38670,2.6702,0.2594,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
38680,2.5238,0.2595,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.40,0.24]"
38690,2.7675,0.2652,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
38700,2.7317,0.2602,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.39,0.24]"
38710,2.8653,0.2653,0.0000,0.000050,"[0.19,0.44,1.38]","[0.46,0.40,0.24]"
38720,2.7852,0.2683,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
38730,2.5722,0.2648,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
38740,2.5933,0.2589,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.39,0.24]"
38750,2.5523,0.2539,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
38760,2.6513,0.2531,0.0000,0.000050,"[0.20,0.41,1.38]","[0.45,0.41,0.24]"
38770,2.8081,0.2562,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
38780,2.5580,0.2576,0.0000,0.000050,"[0.21,0.42,1.38]","[0.47,0.41,0.24]"
38790,2.7128,0.2618,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.39,0.24]"
38800,2.8618,0.2658,0.0000,0.000050,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
38810,2.3861,0.2603,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.41,0.24]"
38820,2.7304,0.2622,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.42,0.24]"
38830,2.7801,0.2665,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
38840,2.8483,0.2738,0.0000,0.000050,"[0.20,0.43,1.37]","[0.46,0.40,0.24]"
38850,2.7773,0.2667,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
38860,2.5327,0.2559,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
38870,2.7353,0.2586,0.0000,0.000050,"[0.19,0.43,1.39]","[0.47,0.42,0.24]"
38880,2.6908,0.2591,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
38890,2.6060,0.2643,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
38900,2.5605,0.2637,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.40,0.24]"
38910,2.5823,0.2644,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.40,0.24]"
38920,2.7432,0.2659,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.40,0.24]"
38930,2.7345,0.2632,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.39,0.24]"
38940,2.7279,0.2669,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
38950,2.7787,0.2737,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
38960,2.7249,0.2668,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
38970,2.8276,0.2675,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
38980,2.6569,0.2713,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.41,0.24]"
38990,2.8017,0.2682,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
39000,2.7472,0.2601,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
39010,2.3520,0.2637,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.41,0.24]"
39020,2.7590,0.2701,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
39030,2.7260,0.2662,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39040,2.5630,0.2713,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.41,0.24]"
39050,2.8817,0.2735,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
39060,2.5307,0.2774,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
39070,2.5256,0.2745,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.39,0.24]"
39080,2.6777,0.2679,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39090,2.9156,0.2686,0.0000,0.000050,"[0.19,0.43,1.38]","[0.44,0.40,0.24]"
39100,2.7978,0.2677,0.0000,0.000050,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
39110,2.9343,0.2710,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39120,2.5296,0.2718,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
39130,2.8054,0.2731,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
39140,2.6967,0.2790,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.42,0.24]"
39150,2.7675,0.2796,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
39160,2.7252,0.2689,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
39170,2.6616,0.2650,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
39180,2.4194,0.2596,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
39190,2.5788,0.2683,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.41,0.24]"
39200,2.7099,0.2781,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.41,0.24]"
39210,2.8444,0.2768,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.40,0.24]"
39220,2.6894,0.2670,0.0000,0.000050,"[0.18,0.44,1.38]","[0.45,0.41,0.24]"
39230,2.8972,0.2657,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
39240,2.8781,0.2680,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
39250,2.8158,0.2678,0.0000,0.000050,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
39260,2.5541,0.2711,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.40,0.24]"
39270,2.9146,0.2784,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
39280,2.7383,0.2711,0.0000,0.000050,"[0.19,0.43,1.39]","[0.45,0.41,0.24]"
39290,2.5098,0.2654,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
39300,2.3693,0.2706,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.40,0.24]"
39310,2.7370,0.2758,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.42,0.24]"
39320,2.6719,0.2765,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
39330,2.6908,0.2757,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
39340,2.7676,0.2779,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
39350,2.8517,0.2673,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
39360,2.5064,0.2728,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.41,0.24]"
39370,2.7303,0.2761,0.0000,0.000050,"[0.21,0.43,1.38]","[0.46,0.42,0.24]"
39380,2.8541,0.2763,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.42,0.24]"
39390,2.8526,0.2795,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39400,2.7639,0.2749,0.0000,0.000050,"[0.21,0.42,1.37]","[0.46,0.41,0.24]"
39410,2.7383,0.2683,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.41,0.24]"
39420,2.7339,0.2707,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.40,0.24]"
39430,2.6298,0.2720,0.0000,0.000050,"[0.19,0.43,1.39]","[0.46,0.40,0.24]"
39440,2.7715,0.2750,0.0000,0.000050,"[0.20,0.43,1.39]","[0.46,0.40,0.24]"
39450,2.6675,0.2719,0.0000,0.000050,"[0.20,0.43,1.39]","[0.45,0.42,0.24]"
39460,2.3889,0.2718,0.0000,0.000050,"[0.20,0.42,1.38]","[0.45,0.40,0.24]"
39470,2.7133,0.2736,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.41,0.24]"
39480,2.6321,0.2715,0.0000,0.000050,"[0.19,0.42,1.38]","[0.46,0.41,0.24]"
39490,2.7598,0.2812,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
39500,2.4172,0.2806,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
39510,2.5871,0.2778,0.0000,0.000050,"[0.20,0.42,1.38]","[0.46,0.42,0.24]"
39520,2.5560,0.2737,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.42,0.24]"
39530,2.9456,0.2694,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.40,0.24]"
39540,2.6060,0.2645,0.0000,0.000050,"[0.21,0.43,1.38]","[0.46,0.41,0.24]"
39550,2.6246,0.2662,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
39560,2.4587,0.2629,0.0000,0.000050,"[0.21,0.41,1.38]","[0.45,0.41,0.24]"
39570,2.7022,0.2661,0.0000,0.000050,"[0.19,0.44,1.38]","[0.46,0.41,0.24]"
39580,2.5413,0.2702,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.41,0.24]"
39590,2.6962,0.2768,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.40,0.24]"
39600,2.4912,0.2852,0.0000,0.000050,"[0.21,0.42,1.37]","[0.47,0.42,0.24]"
39610,2.4695,0.2806,0.0000,0.000050,"[0.20,0.43,1.38]","[0.46,0.42,0.24]"
39620,2.7974,0.2727,0.0000,0.000050,"[0.20,0.44,1.38]","[0.45,0.41,0.24]"
39630,2.6399,0.2710,0.0000,0.000050,"[0.20,0.43,1.38]","[0.47,0.41,0.24]"
39640,2.7127,0.2742,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.39,0.24]"
39650,2.8381,0.2752,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.40,0.24]"
39660,2.7967,0.2708,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.40,0.24]"
39670,2.5751,0.2713,0.0000,0.000050,"[0.20,0.43,1.38]","[0.45,0.41,0.24]"
39680,2.7084,0.2798,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.39,0.24]"
39690,2.8151,0.2837,0.0000,0.000050,"[0.21,0.42,1.38]","[0.47,0.41,0.24]"
39700,2.7764,0.2790,0.0000,0.000050,"[0.21,0.43,1.38]","[0.47,0.40,0.24]"
39710,2.6871,0.2762,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
39720,2.5365,0.2739,0.0000,0.000050,"[0.20,0.42,1.38]","[0.47,0.41,0.24]"
39730,2.6694,0.2749,0.0000,0.000050,"[0.19,0.44,1.38]","[0.45,0.41,0.24]"
39740,2.9550,0.2767,0.0000,0.000050,"[0.19,0.43,1.38]","[0.45,0.43,0.24]"
39750,2.4333,0.2679,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.41,0.24]"
39760,2.7909,0.2728,0.0000,0.000050,"[0.19,0.43,1.38]","[0.46,0.40,0.24]"
